Education,Income,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,age,nb_enf,situation_couple
Graduation,44689.0,18,0,5,0,0,11,0.0,0.0,0.0,0.0,2.0,0,71,2,couple
Graduation,90369.0,292,51,981,224,23,17,0.0,1.0,1.0,1.0,0.0,0,66,0,couple
PhD,63159.0,965,34,586,89,86,37,0.0,1.0,1.0,2.0,1.0,0,48,0,celib
PhD,46757.0,777,30,163,0,51,122,1.0,1.0,1.0,1.0,2.0,0,59,1,celib
Master,79734.0,572,8,232,23,62,17,0.0,1.0,1.0,2.0,0.0,0,53,0,couple
Graduation,63207.0,438,169,565,91,169,70,0.0,0.0,1.0,1.0,1.0,0,30,0,couple
Graduation,72071.0,531,69,300,150,138,150,1.0,1.0,1.0,2.0,0.0,0,68,1,celib
PhD,21840.0,17,0,9,0,0,1,0.0,0.0,0.0,1.0,2.0,0,39,1,couple
2n Cycle,58582.0,402,35,106,101,77,42,0.0,2.0,0.0,2.0,1.0,0,40,1,couple
Graduation,72282.0,503,27,419,90,139,153,0.0,1.0,2.0,2.0,2.0,0,71,0,celib
Graduation,50387.0,369,9,87,12,14,34,1.0,1.0,0.0,2.0,1.0,0,66,2,couple
PhD,32583.0,5,0,3,0,0,1,0.0,0.0,0.0,0.0,2.0,0,61,2,couple
Graduation,62568.0,362,17,398,80,35,61,1.0,1.0,1.0,1.0,1.0,0,60,1,couple
Master,44635.0,56,0,9,0,0,3,0.0,0.0,0.0,1.0,2.0,0,51,2,celib
Graduation,63967.0,387,84,141,73,35,162,1.0,1.0,1.0,3.0,0.0,0,54,1,couple
2n Cycle,52513.0,367,17,241,104,188,232,0.0,2.0,1.0,2.0,1.0,0,44,0,couple
Graduation,25293.0,15,0,11,0,2,9,0.0,0.0,0.0,0.0,2.0,0,53,1,couple
PhD,54111.0,267,6,54,8,3,50,0.0,1.0,0.0,1.0,1.0,0,57,1,celib
Graduation,78394.0,298,27,697,216,24,166,0.0,1.0,1.0,1.0,0.0,0,36,0,couple
Master,80739.0,674,92,736,39,0,92,0.0,1.0,2.0,2.0,0.0,0,64,0,couple
Master,22669.0,16,14,36,37,22,48,1.0,1.0,0.0,0.0,2.0,0,47,1,couple
Graduation,29236.0,37,4,24,16,9,9,0.0,1.0,0.0,1.0,2.0,0,35,1,celib
Graduation,44911.0,159,0,22,2,1,31,1.0,1.0,0.0,1.0,2.0,0,63,1,couple
PhD,54693.0,686,17,142,23,26,35,2.0,1.0,1.0,3.0,1.0,0,60,1,couple
Graduation,48186.0,97,3,66,12,7,34,1.0,1.0,0.0,1.0,2.0,0,48,1,couple
Graduation,41580.0,56,5,24,4,0,3,1.0,0.0,0.0,1.0,1.0,0,44,2,couple
PhD,80336.0,209,19,456,160,142,66,0.0,0.0,2.0,3.0,0.0,0,52,0,couple
Graduation,47743.0,198,2,43,0,12,20,1.0,1.0,0.0,1.0,1.0,0,65,1,couple
PhD,57333.0,941,14,397,76,58,176,2.0,2.0,1.0,2.0,1.0,0,68,1,celib
PhD,32313.0,86,4,56,2,4,7,1.0,1.0,0.0,1.0,2.0,0,40,1,couple
Master,84953.0,167,48,602,63,72,72,0.0,1.0,2.0,1.0,0.0,0,69,0,celib
Master,27071.0,8,3,19,0,2,3,0.0,0.0,0.0,1.0,1.0,0,54,1,celib
Master,68148.0,389,66,408,37,57,85,0.0,1.0,1.0,1.0,0.0,0,65,0,couple
Master,65735.0,239,7,119,4,15,11,1.0,1.0,0.0,1.0,2.0,0,57,2,couple
PhD,86836.0,179,21,273,0,21,63,0.0,1.0,2.0,1.0,1.0,0,47,0,couple
Graduation,30093.0,2,6,28,13,4,16,0.0,0.0,0.0,1.0,2.0,0,32,0,couple
PhD,57705.0,383,0,53,6,4,40,1.0,2.0,0.0,1.0,1.0,0,56,1,couple
Graduation,25008.0,2,8,8,6,1,9,0.0,0.0,0.0,1.0,2.0,0,34,1,celib
2n Cycle,83257.0,536,27,590,38,107,67,0.0,1.0,2.0,2.0,1.0,1,27,0,celib
Graduation,22280.0,2,1,4,3,1,2,0.0,0.0,0.0,0.0,2.0,0,47,1,couple
PhD,72159.0,322,53,899,34,40,53,0.0,1.0,1.0,2.0,0.0,0,44,0,couple
Graduation,64260.0,539,169,816,20,0,30,0.0,1.0,1.0,1.0,1.0,0,61,0,couple
PhD,82733.0,712,50,420,65,38,38,0.0,2.0,1.0,2.0,1.0,0,38,0,celib
Master,74290.0,1121,0,72,0,12,12,1.0,2.0,2.0,2.0,1.0,0,51,1,celib
Master,58217.0,68,1,13,3,5,13,0.0,0.0,0.0,1.0,1.0,0,71,3,celib
Master,21024.0,36,4,18,6,2,18,0.0,0.0,0.0,1.0,2.0,0,46,0,couple
PhD,70116.0,707,44,603,95,58,29,0.0,0.0,2.0,3.0,0.0,0,50,0,couple
Graduation,54006.0,174,77,203,6,24,97,0.0,2.0,0.0,1.0,1.0,0,37,1,couple
PhD,69063.0,666,35,124,69,8,26,0.0,1.0,1.0,1.0,1.0,0,56,1,couple
2n Cycle,11448.0,0,0,0,6,2,6,0.0,0.0,0.0,0.0,1.0,0,47,0,celib
Graduation,70886.0,407,70,239,103,88,53,0.0,1.0,1.0,1.0,0.0,0,51,1,couple
Graduation,60208.0,488,23,71,15,0,59,2.0,2.0,1.0,1.0,1.0,0,49,2,celib
Master,32889.0,28,0,13,4,2,8,1.0,0.0,0.0,1.0,1.0,0,54,2,couple
Graduation,34738.0,3,2,10,3,0,2,0.0,0.0,0.0,1.0,1.0,0,38,1,celib
Master,30538.0,284,0,52,8,3,20,1.0,2.0,0.0,1.0,2.0,0,51,1,couple
2n Cycle,82326.0,938,142,754,159,81,183,0.0,1.0,2.0,1.0,0.0,0,45,0,couple
PhD,26642.0,13,2,15,2,2,8,0.0,0.0,0.0,1.0,1.0,0,55,1,celib
Graduation,69932.0,412,172,153,150,105,57,0.0,2.0,1.0,2.0,1.0,0,58,1,celib
Graduation,44503.0,31,1,8,0,0,8,0.0,0.0,0.0,1.0,1.0,0,50,2,celib
PhD,60200.0,502,19,132,0,6,26,1.0,1.0,0.0,2.0,1.0,0,74,1,celib
Graduation,49638.0,18,10,3,3,5,0,0.0,0.0,0.0,1.0,0.0,0,70,1,celib
2n Cycle,23830.0,1,8,6,4,8,16,0.0,0.0,0.0,1.0,2.0,0,35,0,celib
Master,33051.0,100,71,243,108,94,219,1.0,2.0,0.0,2.0,2.0,0,63,0,celib
Graduation,72905.0,407,114,445,181,165,203,0.0,1.0,2.0,2.0,0.0,0,64,0,couple
PhD,69702.0,664,9,240,50,19,57,0.0,2.0,2.0,2.0,1.0,0,71,1,couple
Graduation,70300.0,1045,61,338,60,46,46,1.0,1.0,1.0,3.0,2.0,0,47,1,celib
PhD,70643.0,1218,107,304,23,143,33,0.0,1.0,2.0,1.0,1.0,0,38,0,couple
PhD,30396.0,15,0,6,0,1,12,0.0,0.0,0.0,0.0,2.0,0,53,1,couple
PhD,50616.0,128,0,16,0,1,4,0.0,1.0,0.0,1.0,2.0,0,54,1,celib
Master,62772.0,581,49,157,43,8,108,0.0,1.0,1.0,2.0,0.0,0,53,1,celib
PhD,30298.0,6,3,12,6,1,0,0.0,0.0,0.0,1.0,1.0,0,37,0,celib
Graduation,52413.0,185,8,133,56,56,12,0.0,1.0,0.0,1.0,1.0,0,38,1,celib
PhD,44155.0,22,1,9,0,0,14,0.0,0.0,0.0,0.0,1.0,0,65,2,couple
PhD,86979.0,584,100,835,65,83,35,0.0,1.0,1.0,1.0,0.0,0,51,0,celib
Graduation,76532.0,355,30,177,90,138,30,1.0,2.0,1.0,2.0,1.0,0,47,2,couple
Graduation,42081.0,175,10,110,54,6,27,0.0,1.0,1.0,1.0,1.0,0,40,1,couple
Master,88420.0,957,153,612,99,95,153,0.0,1.0,2.0,2.0,0.0,0,33,0,couple
Graduation,31158.0,25,6,16,20,0,5,0.0,0.0,0.0,1.0,2.0,0,37,1,couple
Graduation,61671.0,641,7,56,0,0,28,2.0,2.0,1.0,1.0,2.0,0,54,1,celib
Graduation,69719.0,273,86,208,177,14,43,0.0,0.0,1.0,1.0,0.0,0,48,0,celib
Graduation,49160.0,122,21,43,25,10,15,0.0,1.0,0.0,1.0,1.0,0,73,1,celib
PhD,90933.0,1020,31,430,62,63,79,0.0,1.0,1.0,1.0,0.0,0,68,0,celib
PhD,113734.0,6,2,3,1,262,3,0.0,7.0,0.0,0.0,0.0,0,77,0,celib
Graduation,22148.0,15,5,14,0,4,11,0.0,0.0,0.0,1.0,2.0,0,39,0,celib
Master,73395.0,272,7,80,20,7,11,0.0,1.0,1.0,1.0,0.0,0,35,0,couple
Graduation,29819.0,9,1,24,2,1,2,1.0,1.0,0.0,1.0,1.0,0,51,1,celib
Graduation,45688.0,279,0,18,0,0,9,0.0,1.0,0.0,2.0,1.0,0,54,1,couple
PhD,60491.0,637,47,237,12,19,76,1.0,1.0,3.0,2.0,1.0,0,51,1,couple
Graduation,33235.0,45,0,16,2,1,6,0.0,1.0,0.0,1.0,2.0,0,36,1,couple
Graduation,35701.0,21,1,9,7,3,5,0.0,0.0,0.0,1.0,1.0,0,63,0,couple
Master,31535.0,15,4,13,0,0,19,0.0,0.0,0.0,0.0,2.0,0,42,1,couple
2n Cycle,92556.0,493,183,352,184,23,28,0.0,1.0,1.0,3.0,0.0,0,62,0,couple
Graduation,67384.0,957,40,175,158,53,107,0.0,1.0,2.0,1.0,1.0,0,52,1,celib
Graduation,77870.0,1017,50,500,65,50,133,1.0,1.0,1.0,1.0,2.0,0,55,1,couple
Graduation,57107.0,159,0,120,0,0,137,1.0,1.0,1.0,2.0,2.0,0,54,1,celib
PhD,36038.0,23,0,15,0,2,7,0.0,1.0,0.0,1.0,1.0,0,41,1,celib
PhD,34230.0,15,0,4,0,0,2,0.0,0.0,0.0,0.0,1.0,0,57,2,couple
2n Cycle,31878.0,23,4,5,10,5,23,0.0,0.0,0.0,1.0,1.0,0,45,1,celib
2n Cycle,70932.0,200,193,100,46,185,185,0.0,1.0,0.0,3.0,1.0,0,50,1,couple
Graduation,91249.0,1324,27,119,71,108,27,0.0,1.0,2.0,1.0,1.0,0,66,0,celib
Master,77598.0,1193,33,281,129,66,33,0.0,2.0,1.0,3.0,1.0,0,79,0,celib
Graduation,80982.0,505,137,401,104,22,22,1.0,2.0,1.0,2.0,1.0,1,63,2,celib
Master,22701.0,2,4,9,0,4,5,0.0,0.0,0.0,1.0,1.0,0,45,1,couple
Graduation,70617.0,353,61,753,40,46,27,0.0,1.0,1.0,2.0,0.0,0,52,0,couple
Graduation,64849.0,652,48,350,94,84,108,0.0,2.0,1.0,1.0,1.0,0,65,0,celib
Master,62694.0,379,6,157,25,91,91,1.0,2.0,1.0,2.0,2.0,0,57,2,couple
PhD,61917.0,46,4,36,2,2,1,0.0,0.0,0.0,1.0,1.0,0,48,2,couple
PhD,67472.0,162,31,127,8,17,69,0.0,1.0,0.0,2.0,1.0,0,75,1,couple
Master,21059.0,8,3,19,3,3,8,1.0,1.0,0.0,1.0,1.0,0,40,1,couple
Master,29543.0,17,3,18,3,4,18,0.0,1.0,0.0,0.0,2.0,0,54,2,couple
Graduation,75903.0,340,108,185,130,38,100,0.0,1.0,1.0,2.0,1.0,0,71,1,couple
2n Cycle,34984.0,8,4,15,3,5,3,0.0,0.0,0.0,1.0,1.0,0,47,2,couple
PhD,54998.0,154,22,202,39,30,8,1.0,1.0,0.0,2.0,1.0,0,66,1,celib
PhD,54356.0,710,15,30,20,0,0,1.0,2.0,0.0,2.0,2.0,0,73,1,celib
Master,34242.0,8,2,4,0,0,1,0.0,0.0,0.0,1.0,1.0,0,63,1,couple
Graduation,25410.0,2,2,4,13,13,4,0.0,0.0,0.0,1.0,1.0,0,49,1,couple
PhD,73356.0,1050,14,322,0,14,112,0.0,1.0,3.0,1.0,0.0,0,38,0,couple
Graduation,28320.0,19,1,14,3,2,4,0.0,0.0,0.0,1.0,2.0,0,72,1,couple
Graduation,23763.0,22,0,6,6,2,6,0.0,0.0,0.0,1.0,1.0,0,45,1,celib
Graduation,72570.0,274,83,216,151,141,224,0.0,1.0,1.0,3.0,0.0,0,38,0,couple
Master,34529.0,68,6,38,3,6,41,0.0,0.0,0.0,1.0,1.0,0,46,1,couple
Graduation,70792.0,344,45,654,104,11,114,0.0,1.0,1.0,2.0,1.0,0,71,0,celib
Graduation,63211.0,145,193,459,205,26,145,0.0,1.0,2.0,1.0,0.0,0,40,0,couple
Master,83891.0,217,38,350,111,85,15,0.0,1.0,2.0,2.0,0.0,0,48,1,couple
Graduation,36065.0,18,7,34,10,2,3,1.0,1.0,0.0,1.0,2.0,0,54,2,celib
PhD,51141.0,144,0,7,0,0,6,0.0,1.0,0.0,1.0,1.0,0,82,0,celib
Graduation,56939.0,256,34,103,90,29,49,0.0,1.0,1.0,2.0,1.0,0,46,1,couple
Graduation,80872.0,483,72,567,94,12,108,0.0,1.0,1.0,2.0,0.0,0,71,0,celib
PhD,72335.0,1285,105,653,28,21,0,0.0,2.0,1.0,2.0,2.0,0,46,0,couple
PhD,61798.0,338,4,89,11,8,13,0.0,1.0,0.0,2.0,1.0,0,58,0,celib
PhD,76842.0,605,10,345,84,54,32,0.0,0.0,2.0,2.0,0.0,0,72,0,celib
Graduation,29478.0,8,0,7,3,1,1,0.0,0.0,0.0,1.0,1.0,0,46,1,couple
Graduation,46998.0,172,41,86,45,6,27,1.0,1.0,1.0,1.0,1.0,0,66,1,celib
Graduation,96843.0,448,71,951,40,17,17,0.0,1.0,2.0,2.0,0.0,0,32,0,celib
Master,70053.0,512,53,98,81,179,89,1.0,2.0,1.0,2.0,1.0,0,57,1,couple
PhD,71670.0,1462,16,128,0,0,160,0.0,1.0,1.0,1.0,1.0,0,60,0,celib
Graduation,44359.0,20,0,14,7,3,1,1.0,0.0,0.0,1.0,1.0,0,44,2,couple
Graduation,40887.0,50,4,44,10,10,43,1.0,1.0,0.0,1.0,2.0,0,70,2,celib
Graduation,48877.0,102,1,15,2,0,24,0.0,1.0,0.0,1.0,2.0,0,56,1,celib
Graduation,74485.0,499,149,815,173,49,49,0.0,1.0,2.0,3.0,1.0,0,75,0,couple
Graduation,64474.0,381,35,172,56,86,93,0.0,2.0,0.0,2.0,1.0,0,50,1,couple
Graduation,77226.0,631,43,239,128,76,21,0.0,1.0,2.0,3.0,1.0,0,59,1,couple
Graduation,72643.0,526,80,553,123,94,53,0.0,1.0,2.0,2.0,0.0,0,73,0,celib
Master,85738.0,913,26,376,17,26,13,0.0,1.0,1.0,3.0,0.0,0,44,0,couple
Graduation,55686.0,673,0,199,37,47,26,0.0,1.0,1.0,1.0,1.0,0,56,1,celib
Graduation,39062.0,23,0,9,0,0,12,0.0,0.0,0.0,1.0,1.0,0,39,1,celib
Graduation,40794.0,261,23,73,4,23,50,0.0,1.0,1.0,1.0,2.0,0,47,1,couple
2n Cycle,32632.0,63,151,137,153,19,53,0.0,1.0,1.0,2.0,1.0,0,59,0,couple
PhD,38236.0,58,0,18,2,0,10,1.0,1.0,0.0,1.0,2.0,0,54,2,celib
Graduation,36781.0,29,1,17,0,3,13,0.0,0.0,0.0,0.0,2.0,0,43,1,couple
Master,31385.0,3,2,12,0,1,9,0.0,0.0,0.0,0.0,2.0,0,38,1,celib
Graduation,24570.0,28,34,62,11,14,44,1.0,1.0,0.0,1.0,2.0,0,38,1,couple
Graduation,94642.0,879,143,797,106,143,143,0.0,1.0,2.0,2.0,0.0,0,71,0,couple
Master,58646.0,62,1,44,6,5,22,0.0,0.0,0.0,1.0,1.0,0,60,1,couple
Graduation,53201.0,280,7,81,20,0,27,2.0,1.0,1.0,1.0,2.0,0,47,2,celib
Graduation,57113.0,182,4,33,0,2,42,1.0,1.0,0.0,1.0,2.0,0,44,2,couple
Graduation,51373.0,83,2,101,64,26,117,0.0,1.0,1.0,1.0,1.0,0,31,0,couple
Graduation,23477.0,38,15,54,3,8,29,1.0,1.0,0.0,1.0,2.0,0,36,1,couple
Graduation,58116.0,228,19,130,4,11,51,0.0,1.0,1.0,2.0,0.0,0,66,1,couple
PhD,72968.0,1092,37,592,145,37,55,0.0,1.0,1.0,2.0,1.0,0,59,0,celib
Master,39791.0,85,15,27,13,13,21,0.0,1.0,0.0,1.0,2.0,0,51,1,couple
Master,91712.0,1276,24,746,94,29,48,0.0,2.0,2.0,3.0,1.0,0,75,0,celib
Graduation,94472.0,1017,33,417,108,100,16,0.0,1.0,1.0,1.0,1.0,0,64,1,celib
Graduation,13672.0,6,2,9,2,1,5,0.0,0.0,0.0,1.0,2.0,0,62,2,couple
2n Cycle,96547.0,448,21,125,52,101,62,0.0,2.0,1.0,2.0,0.0,0,42,0,couple
Graduation,79205.0,504,23,117,179,28,44,0.0,1.0,1.0,1.0,1.0,0,47,0,couple
PhD,56559.0,226,22,133,41,31,31,1.0,1.0,1.0,2.0,1.0,0,47,1,couple
PhD,32644.0,239,3,141,0,7,23,1.0,1.0,0.0,1.0,2.0,0,49,1,couple
2n Cycle,67506.0,90,38,67,33,36,67,0.0,1.0,0.0,1.0,1.0,0,42,1,celib
Graduation,24206.0,7,2,8,3,2,3,0.0,0.0,0.0,1.0,1.0,0,52,1,celib
PhD,28420.0,4,2,5,2,0,0,0.0,0.0,0.0,0.0,1.0,0,55,1,celib
Graduation,22979.0,16,17,19,20,21,22,1.0,1.0,0.0,0.0,2.0,0,52,1,couple
Graduation,33279.0,10,3,3,0,0,0,0.0,0.0,0.0,1.0,1.0,0,56,0,celib
Graduation,30368.0,35,0,13,2,0,2,0.0,0.0,0.0,1.0,2.0,0,45,1,couple
Graduation,63684.0,575,80,428,208,93,80,1.0,2.0,1.0,2.0,1.0,0,52,1,couple
Graduation,41638.0,315,0,31,4,0,91,1.0,1.0,1.0,1.0,2.0,0,58,1,celib
PhD,68805.0,182,2,49,17,13,20,0.0,1.0,0.0,2.0,0.0,0,63,1,celib
PhD,65814.0,561,14,113,10,14,35,1.0,2.0,0.0,2.0,1.0,0,56,1,couple
Graduation,71964.0,587,51,932,180,34,86,0.0,1.0,1.0,1.0,1.0,0,64,0,celib
Graduation,39146.0,94,1,33,13,12,12,1.0,1.0,0.0,1.0,2.0,0,36,1,celib
Graduation,96876.0,908,43,735,40,194,21,0.0,2.0,2.0,2.0,0.0,0,45,0,couple
Basic,34445.0,228,122,122,208,129,30,1.0,2.0,0.0,2.0,2.0,0,41,0,couple
Graduation,68281.0,995,112,417,42,48,41,0.0,0.0,2.0,3.0,1.0,0,64,0,celib
Graduation,36790.0,3,3,14,15,21,10,0.0,0.0,0.0,0.0,2.0,0,39,0,couple
Graduation,27943.0,12,1,16,4,1,3,1.0,0.0,0.0,1.0,2.0,0,55,2,couple
Graduation,22263.0,17,0,2,0,0,2,0.0,0.0,0.0,1.0,1.0,1,71,2,celib
Graduation,30261.0,8,0,5,0,3,6,0.0,0.0,0.0,1.0,2.0,0,50,3,couple
Graduation,28587.0,22,4,17,12,10,13,1.0,0.0,0.0,1.0,1.0,0,44,1,couple
Master,43815.0,14,10,29,4,7,15,0.0,0.0,0.0,1.0,1.0,0,40,1,couple
Graduation,48195.0,106,27,68,52,7,5,1.0,1.0,0.0,1.0,1.0,0,66,2,couple
Master,77027.0,820,57,242,45,0,11,0.0,2.0,1.0,1.0,1.0,0,70,1,couple
PhD,71322.0,753,43,226,69,10,204,0.0,2.0,1.0,3.0,1.0,0,57,1,couple
Master,32765.0,13,3,17,7,3,3,0.0,0.0,0.0,1.0,1.0,0,43,1,couple
Graduation,23272.0,19,3,6,4,2,12,0.0,0.0,0.0,1.0,1.0,0,69,0,celib
Master,49912.0,520,8,223,32,49,42,1.0,2.0,1.0,1.0,2.0,0,73,1,couple
PhD,68117.0,618,44,215,0,17,36,0.0,2.0,2.0,1.0,1.0,0,75,1,celib
Graduation,67225.0,315,35,322,46,7,143,1.0,2.0,0.0,3.0,1.0,0,67,1,couple
Graduation,17649.0,15,1,23,0,5,1,1.0,1.0,0.0,1.0,2.0,0,46,1,couple
Graduation,55914.0,384,60,364,119,101,232,1.0,2.0,1.0,2.0,2.0,0,47,1,couple
Graduation,40059.0,110,29,92,28,10,145,0.0,1.0,0.0,1.0,2.0,0,38,1,couple
Graduation,60905.0,208,17,76,36,17,38,0.0,1.0,1.0,2.0,0.0,0,72,1,couple
Graduation,75330.0,555,82,257,93,61,61,1.0,2.0,1.0,2.0,1.0,0,45,2,couple
Graduation,60689.0,240,90,216,63,6,24,1.0,1.0,1.0,2.0,1.0,0,71,1,celib
Graduation,38680.0,11,0,36,15,5,12,0.0,0.0,0.0,1.0,2.0,0,38,1,couple
Graduation,61416.0,848,154,323,201,61,78,0.0,2.0,1.0,2.0,1.0,0,40,0,couple
Graduation,49767.0,202,47,197,55,42,149,0.0,1.0,1.0,2.0,1.0,0,31,0,celib
Graduation,83273.0,433,89,650,16,102,102,2.0,1.0,1.0,2.0,1.0,0,52,3,celib
Graduation,29009.0,6,6,15,10,5,2,0.0,0.0,0.0,1.0,1.0,0,41,1,couple
Master,45057.0,37,0,7,3,0,3,0.0,0.0,0.0,1.0,1.0,0,43,1,couple
Graduation,37150.0,167,37,64,49,34,116,2.0,1.0,1.0,1.0,1.0,0,51,1,couple
Graduation,43020.0,45,7,99,4,25,43,1.0,1.0,0.0,1.0,1.0,0,52,1,celib
Graduation,53154.0,129,0,21,0,1,7,0.0,1.0,0.0,1.0,1.0,0,63,1,couple
Graduation,65308.0,713,0,264,120,80,34,0.0,2.0,2.0,3.0,1.0,0,49,0,couple
Graduation,76467.0,676,161,426,210,44,58,0.0,0.0,1.0,1.0,1.0,0,52,1,celib
2n Cycle,81044.0,450,26,535,73,98,26,0.0,1.0,1.0,2.0,0.0,0,75,0,couple
Graduation,32871.0,22,2,12,0,2,5,0.0,0.0,0.0,1.0,1.0,0,71,2,couple
Graduation,55801.0,367,4,51,6,4,95,1.0,2.0,0.0,1.0,2.0,0,47,2,celib
Graduation,76320.0,526,35,214,69,53,35,0.0,2.0,1.0,1.0,0.0,0,63,1,celib
Master,36927.0,51,0,16,0,0,4,0.0,1.0,0.0,1.0,2.0,0,67,2,celib
Graduation,48794.0,25,0,11,3,0,15,0.0,0.0,0.0,1.0,1.0,0,69,2,couple
Graduation,23478.0,28,6,27,12,17,39,0.0,1.0,0.0,1.0,2.0,0,57,0,celib
Graduation,71128.0,958,159,447,20,0,31,1.0,0.0,2.0,2.0,1.0,0,49,1,celib
Graduation,59462.0,724,17,143,0,8,196,0.0,2.0,0.0,3.0,1.0,0,72,1,couple
Master,51412.0,375,42,48,94,66,96,2.0,1.0,2.0,1.0,1.0,0,53,2,couple
PhD,51412.0,23,0,15,0,2,7,0.0,1.0,0.0,1.0,1.0,0,41,1,celib
Graduation,42554.0,29,1,11,0,0,0,0.0,0.0,0.0,1.0,1.0,0,44,2,couple
Graduation,67046.0,544,35,133,23,151,107,0.0,1.0,1.0,1.0,0.0,0,71,1,celib
Graduation,42192.0,40,15,15,17,6,7,0.0,0.0,0.0,1.0,1.0,0,74,0,couple
PhD,77610.0,1245,33,332,21,33,16,0.0,1.0,1.0,1.0,1.0,0,70,1,couple
Graduation,31761.0,19,1,20,16,14,28,0.0,1.0,0.0,1.0,1.0,0,38,1,couple
Graduation,34350.0,16,3,15,2,1,11,0.0,0.0,0.0,1.0,2.0,0,43,1,couple
Graduation,54591.0,376,4,94,12,9,24,1.0,1.0,0.0,2.0,1.0,0,73,1,couple
Graduation,71866.0,184,178,178,103,39,33,0.0,1.0,1.0,2.0,1.0,0,66,1,couple
Graduation,69520.0,627,120,414,121,80,93,0.0,2.0,1.0,1.0,1.0,0,39,0,couple
Graduation,64713.0,180,60,241,13,54,54,0.0,1.0,1.0,2.0,1.0,0,52,1,celib
Master,27889.0,14,0,4,0,0,8,0.0,0.0,0.0,0.0,1.0,0,45,1,couple
Basic,22123.0,3,3,24,34,7,31,0.0,0.0,0.0,1.0,1.0,0,62,0,celib
Graduation,51412.0,71,1,16,0,0,9,1.0,0.0,0.0,1.0,2.0,0,51,2,couple
Master,51412.0,161,0,22,0,0,24,0.0,1.0,0.0,1.0,1.0,0,68,1,couple
Graduation,27803.0,8,26,46,38,9,49,0.0,1.0,0.0,1.0,2.0,0,49,1,couple
Graduation,51412.0,264,0,21,12,6,147,1.0,1.0,0.0,1.0,2.0,0,67,1,celib
Graduation,51651.0,293,6,23,13,6,92,1.0,1.0,0.0,1.0,2.0,0,62,1,couple
Master,51412.0,532,126,490,164,126,126,0.0,1.0,1.0,3.0,0.0,0,79,0,celib
2n Cycle,87000.0,196,25,607,67,17,49,0.0,1.0,1.0,1.0,0.0,0,30,0,couple
Graduation,79823.0,835,73,380,114,73,43,0.0,1.0,2.0,2.0,0.0,0,63,1,couple
Graduation,30828.0,16,11,15,2,0,12,0.0,0.0,0.0,1.0,1.0,0,42,1,celib
Master,34109.0,9,1,5,2,1,4,0.0,0.0,0.0,1.0,1.0,0,51,1,couple
Master,53367.0,229,7,140,10,3,11,2.0,1.0,0.0,2.0,2.0,0,48,2,celib
Basic,22390.0,0,1,4,15,1,5,0.0,0.0,0.0,0.0,2.0,0,53,0,couple
Graduation,71322.0,121,24,124,24,15,42,0.0,1.0,0.0,2.0,0.0,0,46,1,couple
Graduation,79244.0,471,102,125,212,61,245,0.0,1.0,2.0,1.0,0.0,0,29,0,celib
PhD,48699.0,26,1,10,2,0,1,0.0,0.0,0.0,1.0,1.0,0,72,2,couple
Graduation,80144.0,240,132,445,250,192,108,0.0,1.0,2.0,2.0,0.0,0,47,0,couple
Graduation,54252.0,178,4,26,8,4,44,1.0,1.0,0.0,1.0,1.0,0,66,2,celib
Master,81929.0,1486,55,278,49,0,185,0.0,1.0,1.0,2.0,1.0,0,46,1,couple
Graduation,76068.0,1115,12,128,33,12,76,0.0,0.0,1.0,1.0,1.0,0,47,1,couple
Master,53204.0,29,0,8,2,0,6,0.0,0.0,0.0,1.0,1.0,0,46,2,couple
2n Cycle,14796.0,13,3,8,7,4,16,0.0,0.0,0.0,1.0,2.0,0,38,1,couple
PhD,78128.0,934,24,230,16,24,36,0.0,2.0,1.0,1.0,1.0,0,48,1,couple
Basic,14188.0,2,7,11,16,12,27,0.0,0.0,0.0,1.0,1.0,0,50,0,couple
Graduation,72967.0,158,35,179,0,0,125,0.0,1.0,0.0,2.0,1.0,0,52,1,celib
Master,48150.0,173,2,39,3,2,47,1.0,1.0,0.0,1.0,2.0,0,73,1,couple
Graduation,82332.0,830,59,968,51,79,19,0.0,1.0,1.0,2.0,0.0,0,61,0,celib
Graduation,58275.0,189,10,253,56,43,64,1.0,2.0,0.0,2.0,2.0,0,67,2,celib
PhD,44953.0,728,17,133,11,8,124,0.0,1.0,1.0,3.0,1.0,0,41,0,couple
Graduation,34587.0,7,2,9,2,0,2,0.0,0.0,0.0,1.0,1.0,0,69,2,couple
Master,43018.0,35,4,17,7,6,64,0.0,0.0,0.0,0.0,1.0,0,48,1,couple
Master,45736.0,188,3,180,20,3,43,1.0,2.0,0.0,1.0,2.0,0,68,1,couple
Master,66476.0,742,28,152,25,9,57,0.0,1.0,2.0,2.0,1.0,0,53,1,couple
2n Cycle,27733.0,0,7,5,26,2,17,0.0,0.0,0.0,1.0,2.0,0,41,1,couple
PhD,69805.0,750,71,174,13,10,20,0.0,1.0,2.0,3.0,0.0,0,70,1,couple
Master,72217.0,816,42,450,55,56,154,0.0,1.0,2.0,2.0,0.0,0,60,0,celib
Graduation,25818.0,5,2,8,2,2,9,0.0,0.0,0.0,0.0,1.0,0,51,1,celib
Master,37509.0,37,5,56,12,8,5,0.0,1.0,0.0,1.0,1.0,0,46,1,couple
